subject,title,location,alternate_title,description,internal_notes,pre,format,access_restrictions,eres_display,record_status,Exceed
"	Diagnosis	","Essential Elements of Wound Diagnosis,	 McGraw Hill	2021", https://accessmedicine-mhmedical-com.access.library.miami.edu/book.aspx?bookid=3026 ,,,,,4,1,N,Active,
"	Diagnosis	","	Evidence-Based Physical Diagnosis, 4th ed.,	 Elsevier,	2018", https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20140041342 ,,,,,4,1,N,Active,
"	Diagnosis	","	Ferri's Best Test, 5th ed.,	 Elsevier,	2023"," https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20200006717	",,,,,4,1,N,Active,
"	Diagnosis	","	Ferri's Differential Diagnosis,	 Elsevier,	2010","	https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20090624193	",,,,,4,1,N,Active,
"	Diagnosis	","	Fundamentals of Diagnostic Radiology, 4th ed.,	 Lippincott Williams & Wilkins, 2012","	http://www.r2library.com/Resource/Title/1608319113	",,,,,4,1,N,Active,
"	Diagnosis	","	Genetic Diagnosis of Endocrine Disorders, 2nd ed.,	 Elsevier,	2016", https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20130144558 ,,,,,4,1,N,Active,
"	Diagnosis	","	Grainger & Allison's Diagnostic Radiology, 7th ed.,	 Elsevier,	2021","	https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20161053312	",,,,,4,1,N,Active,
"	Diagnosis	","	Grainger & Allison's Diagnostic Radiology Essentials, 2nd ed.,	 Elsevier,	2019", https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20160004916 ,,,,,4,1,N,Active,
"	Diagnosis	","	Guide to Diagnostic Tests, 7th ed., 	 McGraw-Hill, 2017", http://accessmedicine.mhmedical.com/book.aspx?bookID=2032 ,,,,,4,1,N,Active,
"	Diagnosis	","	Guide to Laboratory and Diagnostic Tests: Organized Alphabetically, 3rd ed.,	 Delmar Cengage Learning, 2014","	http://www.r2library.com/Resource/Title/1285053133	",,,,,4,1,N,Active,
"	Diagnosis	","	Gynecologic and Obstetric Pathology, 1st ed.,	 Elsevier,	2016", https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20090418798 ,,,,,4,1,N,Active,
"	Diagnosis	","	Gynecologic Pathology: A Volume in the Series: Foundations in Diagnostic Pathology, 2nd ed.,	 Elsevier,	2020","	https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20120027810	",,,,,4,1,N,Active,
"	Diagnosis	","	Handbook of Diagnostic Tests, 3rd ed., 	 Lippincott Williams & Wilkins, 2003","	http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=booktext&D=books&AN=01273316$&XPATH=/PG(0)	",,,,,4,1,N,Active,
"	Diagnosis	","	Laboratory Medicine: The Diagnosis of Diseases in Clinical Laboratory,	 McGraw-Hill,	2014", http://accessmedicine.mhmedical.com/book.aspx?bookid=1069 ,,,,,4,1,N,Active,
"	Diagnosis	","	McLean Course in Electrodiagnostic Medicine, 1st ed.,	 Elsevier,	2011", http://www.r2library.com/Resource/Title/193386463X ,,,,,4,1,N,Active,
"	Diagnosis	","	Merck Manual of Diagnosis and Therapy, The, 20th ed., 	 Wiley-Blackwell, 2018", https://www.r2library.com/Resource/Title/0911910425 ,,,,,4,1,N,Active,
"	Diagnosis	","	Merck Manual of Diagnosis and Therapy, 18th ed., 	 2011","	http://www.merckmanuals.com/professional/	",,,,,4,1,N,Active,
"	Diagnosis	","	Mosby's Diagnostic and Laboratory Test Reference, 14th ed.,	 Elsevier Health Sciences,	2019","	https://www.r2library.com/Resource/Title/0323609694	",,,,,4,1,N,Active,
"	Diagnosis	","	Mosby's Diagnostic and Laboratory Test Reference, 12th ed.,	 Elsevier Health Sciences,	2015","	http://www.r2library.com/Resource/Title/0323225764	",,,,,4,1,N,Active,
"	Diagnosis	","	Nursing Diagnosis Manual : Planning, Individualizing, and Documenting Client Care, 5th ed.,	 F.A. Davis Company,	2016", http://www.r2library.com/Resource/Title/0803644744 ,,,,,4,1,N,Active,
"	Diagnosis	","	Only EKG Book You'll Ever Need, The, 9th ed.,	 Lippincott Williams & Wilkins, 2019", http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=booktext&D=books&AN=02050001$&XPATH=/PG(0)&EPUB=Y ,,,,,4,1,N,Active,
"	Diagnosis	","	Only EKG Book You'll Ever Need, The, 7th ed.,	 Lippincott Williams & Wilkins, 2012","	http://www.r2library.com/Resource/Title/1451119054	",,,,,4,1,N,Active,
"	Diagnosis	","	Patient History: An Evidence-Based Approach to Differential Diagnosis, 2nd ed.,	 McGraw-Hill,	2012","	http://www.accessmedicine.com/resourceTOC.aspx?resourceID=777	",,,,,4,1,N,Active,
"	Diagnosis	","	Physical Diagnosis Secrets,	 Elsevier,	2007","	https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-B9780323034678X10009	",,,,,4,1,N,Active,
"	Diagnosis	","	Pocket Guide to Diagnostic Tests, 6th ed., 	 McGraw-Hill, 2012","	http://accessmedicine.mhmedical.com/book.aspx?bookid=503	",,,,,4,1,N,Active,
"	Diagnosis	","	 Pocket Manual of Differential Diagnosis, 5th ed., 	 Lippincott Williams & Wilkins, 2008","	http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=booktext&D=books&AN=01337654$&XPATH=/PG(0)",,,,,4,1,N,Active,
"	Diagnosis	","	Pocketbook of Differential Diagnosis, 5th ed.,	 Elsevier,	2022", https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20170047638 ,,,,,4,1,N,Active,
"	Diagnosis	","	Professional Guide to Signs & Symptoms, 6th ed., 	 Lippincott Williams & Wilkins, 2011","	http://www.r2library.com/Resource/Title/1608310981	",,,,,4,1,N,Active,
"	Diagnosis	","	Psychiatric Nursing Made Incredibly Easy!, 1st ed., 	 Lippincott Williams & Wilkins, 2003","	http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=booktext&D=books&AN=01382888$&XPATH=/PG(0)	",,,,,4,1,N,Active,
"	Diagnosis	","	Quick Medical Diagnosis and Treatment 2018,	 McGraw-Hill,	2018", http://accessmedicine.mhmedical.com/book.aspx?bookid=2273 ,,,,,4,1,N,Active,
"	Diagnosis	","	Quick Medical Diagnosis and Treatment 2017,	 McGraw-Hill,	2017", http://accessmedicine.mhmedical.com/book.aspx?bookid=2033 ,,,,,4,1,N,Active,
"	Diagnosis	","	Sapira's Art & Science of Bedside Diagnosis, 5th ed., 	 Wolters Kluwer - Ovid, 2019", http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=booktext&D=books&AN=02060354$&XPATH=/PG(0)&EPUB=Y ,,,,,4,1,N,Active,
"	Diagnosis	","	Sapira's Art & Science of Bedside Diagnosis, 5th ed., 	 Wolters Kluwer, 2019","	https://meded.lwwhealthlibrary.com/book.aspx?bookid=2384	",,,,,4,1,N,Active,
"	Diagnosis	","	Stroke: Pathophysiology, Diagnosis, and Management, 6th ed.,	 Elsevier,	2016", https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20120027561 ,,,,,4,1,N,Active,
"	Diagnosis	","	Symptom to Diagnosis : An Evidence-Based Guide, 3rd ed.,	 McGraw-Hill,	2015","	http://accessmedicine.mhmedical.com/book.aspx?bookID=1088	",,,,,4,1,N,Active,
"	Diagnosis	","	Testing Treatments : Better Research for Better Healthcare, 2nd ed.,	 Pinter & Martin, 2011","	https://www.ncbi.nlm.nih.gov/books/NBK1985	",,,,,4,1,N,Active,
"	Diagnosis	","	Textbook of Diagnostic Sonography, 9th ed.,	 Elsevier,	2023"," https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20141042524	",,,,,4,1,N,Active,
"	Diagnosis	","	Textbook of Physical Diagnosis, 8th ed.,	 Elsevier,	2021","	https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20180009366	",,,,,4,1,N,Active,
"	Diagnosis	","	Tietz Textbook of Laboratory Medicine, 7th ed.,	 Elsevier,	2023", https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20190014963 ,,,,,4,1,N,Active,
"	Diagnosis	","	Zitelli and Davis’ Atlas of Pediatric Physical Diagnosis, 8th ed.,	 Elsevier,	2023", https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20190045529 ,,,,,4,1,N,Active,
"	Diagnosis	","	Zitelli and Davis' Atlas of Pediatric Physical Diagnosis,	6th ed., Elsevier,	2012","	http://www.r2library.com/Resource/Title/0323079326	",,,,,4,1,N,Active,
"	Diagnosis	","	Zitelli and Davis' Atlas of Pediatric Physical Diagnosis,	5th ed., Elsevier,	2007","	http://perpetual1.elsevier.com.s3.amazonaws.com/UMLCML01/index.html#978-0-323-04878-1	",,,,,4,1,N,Active,
"	Education	","	101 Tips to Getting the Residency You Want: a Guide for Medical Students, 	 University of Iowa Press, 2008","	http://site.ebrary.com/lib/univmiami/Doc?id=10354423 	",,,,,4,1,N,Active,
"	Education	","	Academic CME/CPD in the United States and Canada: The 2015 AAMC/SACME Harrison Survey, 1st ed.,	 Association of American Medical Colleges, 2016", https://www.r2library.com/Resource/Title/0000901059 ,,,,,4,1,N,Active,
"	Education	","	ACP Teaching Medicine Series, 1st ed., 	 American College of Physicians, 2019", https://www.r2library.com/Resource/Title/1938921127 ,,,,,4,1,N,Active,
"	Education	","	Applied Knowledge in Paediatrics: MRCPCH Mastercourse, 1st ed.,	 Elsevier,	2022", https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20180037111 ,,,,,4,1,N,Active,
"	Education	","	Bates' Guide to Physical Examination and History Taking, 13th ed.,	 Wolters Kluwer,	2020", https://meded.lwwhealthlibrary.com/book.aspx?bookid=2964 ,,,,,4,1,N,Active,
"	Education	"," Bates' Pocket Guide to Physical Examination and History Taking, 9th ed.,	 Wolters Kluwer,	2021", https://meded.lwwhealthlibrary.com/book.aspx?bookid=3063 ,,,,,4,1,N,Active,
"	Education	","	Comprehensive Neurosurgery Board Preparation Book, The, 1st ed., Thieme, 2016", https://eneurosurgery.thieme.com/app/ebooks?q=9781626232815 ,,,,,4,1,N,Active,
"	Education	","	Core Entrustable Professional Activities for Entering Residency, 1st ed., 	 Association of American Medical Colleges, 2014", https://members.aamc.org/eweb/upload/Core%20EPA%20Curriculum%20Dev%20Guide.pdf ,,,,,4,1,N,Active,
"	Education	","	Core Entrustable Professional Activities for Entering Residency, 1st ed., 	 Association of American Medical Colleges, 2014", http://www.r2library.com/Resource/Title/0000901016 ,,,,,4,1,N,Active,
"	Education	","	Cultural Competence in Health Education and Health Promotion, 2nd ed., 	 Jossey-Bass, 2014","	http://site.ebrary.com/lib/univmiami/docDetail.action?docID=10822338 	",,,,,4,1,N,Active,
"	Education	","	Educated Eye: Visual Culture and Pedagogy in the Life Sciences,	 Dartmouth College Press, 2012","	http://site.ebrary.com/lib/univmiami/docDetail.action?docID=10509953	",,,,,4,1,N,Active,
"	Education	","	Effective Patient  Education, 4th ed.,	 Jones and Bartlett, 2011","	http://www.r2library.com/Resource/Title/0763766259	",,,,,4,1,N,Active,
"	Education	","	English-Spanish Medical Dictionary, 4th ed., 	 McGraw-Hill, 2018", http://accessmedicine.mhmedical.com/book.aspx?bookid=2248 ,,,,,4,1,N,Active,
"	Education	","	From Backpack to Briefcase,	 Delmar Cengage Learning  ,	2015","	http://www.r2library.com/Resource/Title/1285084853	",,,,,4,1,N,Active,
"	Education	","	Ganong's Medical Physiology Examination & Board Review, 	 McGraw-Hill, 2018", http://accessmedicine.mhmedical.com/book.aspx?bookid=2139 ,,,,,4,1,N,Active,
"	Education	","	Graber and Wilbur’s Family Medicine Examination & Board Review, 5th ed., 	 McGraw-Hill, 2020", https://accessmedicine.mhmedical.com/qa.aspx?resourceID=2780 ,,,,,4,1,N,Active,
"	Education	","	The Greenberg Rapid Review: A Companion to the 8th Edition, 1st ed., 	 Thieme, 2017", https://medone-neurosurgery-thieme-com.access.library.miami.edu/ebooks/2263082#/ebook_2263082_SL85361896 ,,,,,4,1,N,Active,
"	Education	","	Guide to Reference in Medicine and Health,	 ALA Editions,	2014", http://site.ebrary.com/lib/univmiami/detail.action?docID=10883701 ,,,,,4,1,N,Active,
"	Education	","	Health Literacy in Primary Care: a Clinicians Guide, 	 Springer, 2007","	http://site.ebrary.com/lib/univmiami/Doc?id=10176173 	",,,,,4,1,N,Active,
"	Education	","	Health Promotion Strategies Through the Life Span, 8th ed., 	 Pearson Health Science, 2009","	http://www.r2library.com/Resource/Title/0135138663 	",,,,,4,1,N,Active,
"	Education	","	High-Functioning Primary Care Residency Clinics: Building Blocks for Providing Excellent Care and Training, 1st ed.,	 Association of American Medical Colleges,	2016", https://www.r2library.com/Resource/Title/1539787591 ,,,,,4,1,N,Active,
"	Education	","	How to Write Better Medical Papers, 1st ed., 	 Springer Nature, 2019", https://www.r2library.com/Resource/Title/3030029549 ,,,,,4,1,N,Active,
"	Education	","	Implementing Curricular and Institutional Climate Changes to Improve Health Care for Individuals Who Are LGBT, Gender Nonconforming, or Born with DSD, 1st ed., 	 Association of American Medical Colleges, 2014", http://www.r2library.com/Resource/Title/0000901024 ,,,,,4,1,N,Active,
"	Education	","	Katzung & Trevor's Pharmacology: Examination & Board Review, 12th ed., 	 McGraw-Hill, 2019", https://accessmedicine.mhmedical.com/Book.aspx?bookid=2465 ,,,,,4,1,N,Active,
"	Education	","	Learning Clinical Reasoning, 2nd ed., 	 Lippincott Williams & Wilkins, 2010","	https://meded.lwwhealthlibrary.com/book.aspx?bookid=771	",,,,,4,1,N,Active,
"	Education	","	Neurosurgery Primary Board Review,  Thieme, 2019", https://www.thieme-connect.com/products/ebooks/book/10.1055/b-006-160154 ,,,,,4,1,N,Active,
"	Education	"," Neurosurgical Review: For Daily Clinical Use and Oral Board Preparation 1st ed., Thieme, 2019", https://medone-neurosurgery.thieme.com/ebooks/cs_10021335#/ebook_cs_10021335_c001 ,,,,,4,1,N,Active,
"	Education	","	Nursing Care Plans : Guidelines for Individualizing Client Care Across the Life Span, 9th ed.,	 F.A. Davis Company,	2014","	http://www.r2library.com/Resource/Title/0803630417	",,,,,4,1,N,Active,
"	Education	","	On Call Principles and Protocols, 6th ed.,	 Elsevier,	2017","	https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20150022274	",,,,,4,1,N,Active,
"	Education	","	Piecing Together Systematic Reviews and Other Evidence Syntheses : A Guide for Librarians, 4th ed.,	 Rowman & Littlefield,	2022", https://ebookcentral.proquest.com/lib/miami/detail.action?docID=7133037 ,,,,,4,1,N,Active,
"	Education	","	Principles and Practice of Case-based Clinical Reasoning Education, 	 Springer, 2017", https://link.springer.com/book/10.1007/978-3-319-64828-6 ,,,,,4,1,N,Active,
"	Education	","	Rapid Review USMLE Step 3,	 Elsevier,	2007","	https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20090536069	",,,,,4,1,N,Active,
"	Education	","	Resident's Guide To The Fellowship Match: Rules for Success, 1st ed., 	 MD2B, 2014", https://www.r2library.com/Resource/Title/1937978028 ,,,,,4,1,N,Active,
"	Education	","	Results of the 2016 Program Directors Survey: Current Practices in Residency Selection, 1st ed.,	 Association of American Medical Colleges,	2016", https://www.r2library.com/Resource/Title/0000901083 ,,,,,4,1,N,Active,
"	Education	","	Roadmap to Diversity: Integrating Holistic Review Practices into Medical School Admission Processes, 1st ed., 	 Association of American Medical Colleges, 2010", https://members.aamc.org/eweb/upload/Roadmap%20to%20Diversity%20Integrating%20Holistic%20Review.pdf ,,,,,4,1,N,Active,
"	Education	","	Roadmap to Diversity: Integrating Holistic Review Practices into Medical School Admission Processes, 1st ed., 	 Association of American Medical Colleges, 2010", http://www.r2library.com/Resource/Title/0000901032 ,,,,,4,1,N,Active,
"	Education	","	Roadmap to Diversity and Educational Excellence: Key Legal and Educational Policy Foundations for Medical Schools, 2nd ed., 	 Association of American Medical Colleges, 2014", https://members.aamc.org/eweb/upload/14-050%20Roadmap%20to%20Diversity_2nd%20ed_FINAL.pdf ,,,,,4,1,N,Active,
"	Education	","	Roadmap to Diversity and Educational Excellence: Key Legal and Educational Policy Foundations for Medical Schools, 2nd ed., 	 Association of American Medical Colleges, 2014", http://www.r2library.com/Resource/Title/1502588226 ,,,,,4,1,N,Active,
"	Education	","	Roadmap to Excellence: Key Concepts for Evaluating the Impact of Medical School Holistic Admissions, 1st ed., 	 Association of American Medical Colleges, 2013", https://members.aamc.org/eweb/upload/Holistic%20Review%202013.pdf ,,,,,4,1,N,Active,
"	Education	","	Roadmap to Excellence: Key Concepts for Evaluating the Impact of Medical School Holistic Admissions, 1st ed., 	 Association of American Medical Colleges, 2013", http://www.r2library.com/Resource/Title/0000901040 ,,,,,4,1,N,Active,
"	Education	","	Roadmap to Residency 2017, 1st ed.,	 Association of American Medical Colleges, 2017", https://www-r2library-com.access.library.miami.edu/Resource/Title/0011336196 ,,,,,4,1,N,Active,
"	Education	","	Spanish-English Medical Dictionary, 4th ed., 	 McGraw-Hill, 2018", http://accessmedicine.mhmedical.com/book.aspx?bookid=2250 ,,,,,4,1,N,Active,
"	Education	","	Stanfield's Introduction To Health Professions, 	 Jones & Bartlett Learning, 2017", https://www.r2library.com/Resource/Title/128409880X ,,,,,4,1,N,Active,
"	Education	"," Study Guide to Consultation-Liaison Psychiatry, 3rd ed.,	 American Psychiatric Association,	2020", https://psychiatryonline.org/doi/10.5555/appi.books.9781615372973 ,,,,,4,1,N,Active,
"	Education	","	Studying A Study & Testing A Test, 7th ed., 	 Lippincott Williams & Wilkins, 2021","	https://meded-lwwhealthlibrary-com.access.library.miami.edu/book.aspx?bookid=2977	",,,,,4,1,N,Active,
"	Education	","	Teaching Clinical Reasoning, 1st ed., 	 American College of Physicians, 2015","	https://www.r2library.com/Resource/Title/1938921054	",,,,,4,1,N,Active,
"	Education	","	USMLE Step 2 Secrets, 3rd ed., 	 Elsevier, 2010","	http://www.R2Library.com/marc_frame.aspx?ResourceID=2685	",,,,,4,1,N,Active,
"	Embryology	","	Before we are Born: Essentials of Embryology and Birth Defects, 10th ed.,	 Elsevier,	2020", https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C2017001217X ,,,,,4,1,N,Active,
"	Embryology	","	Embryology (Board Review Series), 6th ed.,	 Wolters Kluwer Health,	2014", http://brs.lwwhealthlibrary.com/book.aspx?bookid=2241 ,,,,,4,1,N,Active,
"	Embryology	","	Embryology at a Glance,	 John Wiley & Sons,	2012", http://site.ebrary.com/lib/univmiami/detail.action?docID=10570756 ,,,,,4,1,N,Active,
"	Embryology	","	Human Embryology and Developmental Biology, 6th ed.,	 Elsevier,	2019", https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20160004588 ,,,,,4,1,N,Active,
"	Embryology	","	Langman's Medical Embryology, 14th ed., 	 Wolters Kluwer, 2019", https://meded.lwwhealthlibrary.com/book.aspx?bookid=2487 ,,,,,4,1,N,Active,
"	Embryology	","	Medical Histology and Embryology Q & A, 1st ed.,	 Thieme, 2017", https://ebooks.thieme.com/product/medical-histology-embryology-qa ,,,,,4,1,N,Active,
"	Embryology	","	Netter's Atlas of Human Embryology, 1st ed.,	 Elsevier Health Science, 2012", http://www.r2library.com/Resource/Title/1455739774 ,,,,,4,1,N,Active,
"	Embryology	","	Vascular Biology of the Placenta,	 Morgan & Claypool Life Sciences, 2010", https://www.ncbi.nlm.nih.gov/books/NBK2617 ,,,,,4,1,N,Active,
"	Emergency Medicine	","	5-Minute Emergency Medicine Consult, 4th ed., 	 Lippincott Williams & Wilkins, 2011","	http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=booktext&D=books&AN=01437573$&XPATH=/PG(0)	",,,,,4,1,N,Active,
"	Emergency Medicine	","	Accident and Emergency Radiology: A Survival Guide,	 Elsevier,	2014","	https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20090502590	",,,,,4,1,N,Active,
"	Emergency Medicine	","	Assessing Medical Preparedness to Respond to a Terrorist Nuclear Event,  	 National Academies Press, 2009","	http://site.ebrary.com/lib/univmiami/docDetail.action?docID=10327029	",,,,,4,1,N,Active,
"	Emergency Medicine	","	Atlas of Emergency Medicine, 5th ed., 	 McGraw-Hill, 2021", https://accessmedicine.mhmedical.com/book.aspx?bookid=2969 ,,,,,4,1,N,Active,
"	Emergency Medicine	","	Atlas of Emergency Medicine, 4th ed., 	 McGraw-Hill, 2016", http://accessmedicine.mhmedical.com/book.aspx?bookID=1763 ,,,,,4,1,N,Active,
"	Emergency Medicine	","	Atlas of Emergency Medicine, 3rd ed., 	 McGraw-Hill, 2010","	http://www.accessmedicine.com/resourceTOC.aspx?resourceID=48	",,,,,4,1,N,Active,
"	Emergency Medicine	","	Atlas of Trauma/Emergency Surgical Techniques,	 Elsevier,	2013","	https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20090365174	",,,,,4,1,N,Active,
"	Emergency Medicine	","	Case Files : Emergency Medicine, 3rd ed.,	 McGraw-Hill,	2013", https://accessmedicine.mhmedical.com/cases.aspx?gbosContainerID=154#tab=1 ,,,,,4,1,N,Active,
"	Emergency Medicine	","	Cases in Emergency Airway Management, 1st ed., Cambridge University Press , 2015", https://www.r2library.com/Resource/Title/110743744X ,,,,,4,1,N,Active,
"	Emergency Medicine	","	Ciottone’s Disaster Medicine, 2nd ed.,	 Elsevier,	2016", https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20130006937 ,,,,,4,1,N,Active,
"	Emergency Medicine	","	Current Diagnosis & Treatment : Emergency Medicine, 8th ed., 	 McGraw-Hill, 2017","	http://accessmedicine.mhmedical.com/book.aspx?bookID=2172	",,,,,4,1,N,Active,
"	Emergency Medicine	","	Current Diagnosis & Treatment: Emergency Medicine, 7th ed., 	 McGraw-Hill, 2011","	http://accessmedicine.mhmedical.com/book.aspx?bookid=385	",,,,,4,1,N,Active,
"	Emergency Medicine	","	Diagnostic Imaging for the Emergency Physician,	 Elsevier,	2011","	https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20090387176	",,,,,4,1,N,Active,
"	Emergency Medicine	","	Emergency Medicine,	 Elsevier,	2012","	https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20090339100	",,,,,4,1,N,Active,
"	Emergency Medicine	","	Emergency Medicine Secrets, 6th ed.,	 Elsevier,	2016 (unlimited access)", https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20140019272 ,,,,,4,1,N,Active,
"	Emergency Medicine	","	Emergency Medicine Secrets, 5th ed., 	 Elsevier Health Sciences, 2011 (limited access)", http://www.R2Library.com/marc_frame.aspx?ResourceID=2674 ,,,,,4,1,N,Active,
"	Emergency Medicine	","	Emergency Radiology: Case Review Series,	 Elsevier,	2009","	https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C2009033617X	",,,,,4,1,N,Active,
"	Emergency Medicine	","	Emergency Radiology: The Requisites, 2nd ed.,	 Elsevier,	2017", https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20110086969 ,,,,,4,1,N,Active,
"	Emergency Medicine	","	Ethical Problems in Emergency Medicine: A Discussion-Based Review,	 John Wiley & Sons, 	2012", http://site.ebrary.com/lib/univmiami/detail.action?docID=10570727 ,,,,,4,1,N,Active,
"	Emergency Medicine	","	First Aid for the Emergency Medicine Boards, 	 McGraw-Hill, 2009","	http://www.mhebooklibrary.com/product/first-aid-for-emergency-medicine-boards	",,,,,4,1,N,Active,
"	Emergency Medicine	","	First Aid for the Emergency Medicine Clerkship, 3rd ed., 	 McGraw-Hill, 2011","	http://www.mhebooklibrary.com/product/first-aid-for-emergency-medicine-clerkship-third-edition	",,,,,4,1,N,Active,
"	Emergency Medicine	","	Fleisher & Ludwig's Textbook of Pediatric Emergency Medicine, 8th ed., 	 Lippincott Williams & Wilkins, 2021", http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=booktext&D=books&AN=02205969$&XPATH=/PG(0)&EPUB=Y ,,,,,4,1,N,Active,
"	Emergency Medicine	","	Fleisher & Ludwig's Textbook of Pediatric Emergency Medicine, 7th ed., 	 Lippincott Williams & Wilkins, 2016", http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=booktext&D=books2&AN=01899896/7th_Edition/2&XPATH=/OVIDBOOK%5b1%5d/METADATA%5b1%5d/TBY%5b1%5d/EDITORS%5b1%5d ,,,,,4,1,N,Active,
"	Emergency Medicine	","	Fracture Management for Primary Care and Emergency Medicine, 4th ed.,	 Elsevier,	2020"," https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20150043453	",,,,,4,1,N,Active,
"	Emergency Medicine	","	Harwood-Nuss' Clinical Practice of Emergency Medicine, 7th ed., 	 Lippincott Williams & Wilkins, 2021", http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=booktext&D=books&AN=02211185$&XPATH=/PG(0)&EPUB=Y ,,,,,4,1,N,Active,
"	Emergency Medicine	","	Harwood-Nuss' Clinical Practice of Emergency Medicine, 6th ed., 	 Lippincott Williams & Wilkins, 2015","	http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=booktext&D=books&AN=01817268$&XPATH=/PG(0)	",,,,,4,1,N,Active,
"	Emergency Medicine	","	Improvised Medicine: Providing Care in Extreme Environments, 2nd ed., 	 McGraw-Hill Companies, Inc, 2016", http://accessmedicine.mhmedical.com/book.aspx?bookid=1728 ,,,,,4,1,N,Active,
"	Emergency Medicine	","	Improvised Medicine: Providing Care in Extreme Environments, 1st ed., 	 McGraw-Hill Companies, Inc, 2012", http://accessmedicine.mhmedical.com/book.aspx?bookid=666 ,,,,,4,1,N,Active,
"	Emergency Medicine	","	Management of Acute Obstetric Emergencies,	 Elsevier,	2011","	https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20090388522	",,,,,4,1,N,Active,
"	Emergency Medicine	","	Medical Emergencies in the Dental Office, 8th ed.,	 Elsevier,	2023", https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20190025733 ,,,,,4,1,N,Active,
"	Emergency Medicine	","	Medicine for the Outdoors: The Essential Guide to First Aid and Medical Emergencies, 6th ed.,	 Elsevier,	2016", https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20130134903 ,,,,,4,1,N,Active,
"	Emergency Medicine	","	Medicine for the Outdoors: The Essential Guide to First Aid and Medical Emergencies, 5th ed.,	 Elsevier,	2009","	https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20090416787	",,,,,4,1,N,Active,
"	Emergency Medicine	","	Minor Emergencies,	 Elsevier,	2012","	https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20090622595	",,,,,4,1,N,Active,
"	Emergency Medicine	","	Prehospital Emergency Medicine Secrets, 1st ed.,	 Elsevier,	2022", https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20190003068 ,,,,,4,1,N,Active,
"	Emergency Medicine	","	Problem Solving in Emergency Radiology,	 Elsevier,	2014","	https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20100672488	",,,,,4,1,N,Active,
"	Emergency Medicine	","	Roberts and Hedges’ Clinical Procedures in Emergency Medicine, 7th ed.,	 Elsevier,	2019"," https://www.clinicalkey.com/dura/browse/bookChapter/3-s2.0-C20140019958	",,,,,4,1,N,Active,
